filename,has_store_name,has_store_address,has_store_tax_id,has_date,has_amount,has_amount_words,has_signature,has_mfu_name,has_mfu_address,has_mfu_tax_id,label
C10.jpg,1,1,1,1,1,1,1,1,1,1,1
C10_rot45_ccw_0.jpg,0,1,1,1,0,0,1,0,0,0,1
C10_rot45_ccw_1.jpg,1,1,1,1,0,0,0,0,0,0,1
C10_rot45_ccw_2.jpg,1,1,0,1,0,1,0,1,1,1,1
C10_rot45_ccw_3.jpg,1,1,1,1,0,1,0,0,0,0,1
C10_rot45_ccw_4.jpg,1,1,0,1,0,0,1,0,0,0,1
C10_rot45_ccw_5.jpg,0,1,0,0,0,0,0,0,0,0,1
C10_rot45_ccw_6.jpg,1,1,1,1,0,1,1,0,0,0,1
C10_rot45_cw_0.jpg,1,1,0,1,1,1,1,0,1,1,1
C10_rot45_cw_1.jpg,0,1,0,0,1,1,0,0,0,0,1
C10_rot45_cw_2.jpg,0,0,1,0,0,0,0,0,0,0,1
C10_rot45_cw_3.jpg,1,1,1,1,1,1,1,1,1,1,1
C10_rot45_cw_4.jpg,1,1,1,1,0,1,1,1,1,1,1
C10_rot45_cw_5.jpg,0,1,0,0,1,0,0,0,0,0,1
C10_rot45_cw_6.jpg,1,1,1,1,0,1,1,1,1,1,1
C10_rot90_cw_0.jpg,1,1,1,1,0,0,1,0,1,0,1
C10_rot90_cw_1.jpg,0,1,0,1,0,0,0,0,0,0,1
C10_rot90_cw_2.jpg,1,1,1,1,1,1,1,1,1,1,1
C10_rot90_cw_3.jpg,0,1,0,1,0,1,0,0,0,0,1
C10_rot90_cw_4.jpg,0,1,1,0,1,0,0,0,0,0,1
C10_rot90_cw_5.jpg,1,1,0,1,1,1,1,1,1,1,1
C10_rot90_cw_6.jpg,1,1,1,1,1,1,1,1,1,1,1
C10_rot_random_0.jpg,1,1,1,1,1,1,1,1,1,1,1
C10_rot_random_1.jpg,0,1,1,1,0,1,1,0,0,0,1
C10_rot_random_2.jpg,1,1,1,1,1,1,1,1,1,1,1
C10_rot_random_3.jpg,1,1,1,1,1,1,1,1,1,1,1
C10_rot_random_4.jpg,1,1,0,1,1,1,1,1,1,1,1
C10_rot_random_5.jpg,0,1,1,1,0,1,1,0,0,0,1
