filename,has_store_name,has_store_address,has_store_tax_id,has_date,has_amount,has_amount_words,has_signature,has_mfu_name,has_mfu_address,has_mfu_tax_id,label
C1.jpg,1,0,1,1,1,1,1,1,1,1,1
C10.jpg,1,0,1,1,1,1,1,1,1,1,1
C2.jpg,1,0,1,1,1,1,1,1,1,1,1
C3.jpg,1,0,1,1,1,1,1,1,1,1,1
C4.jpg,1,0,1,1,1,1,1,1,1,1,1
C5.jpg,1,0,0,1,1,0,1,1,0,1,0
C6.jpg,1,0,1,1,1,1,1,1,1,1,1
C7.jpg,1,0,1,1,1,1,1,1,1,1,1
C8.jpg,1,0,1,1,1,1,1,1,1,1,1
C9.jpg,1,0,1,1,1,1,1,1,1,1,1
U1.jpg,1,0,1,1,1,0,1,1,1,1,0
U10.jpg,1,0,1,1,1,0,1,1,1,1,0
U2.jpg,1,0,0,1,1,1,1,1,1,1,0
U3.jpg,1,0,1,0,1,1,1,1,1,1,0
U4.jpg,1,0,1,0,0,1,1,1,1,1,0
U5.jpg,1,0,0,1,1,0,1,1,1,1,0
U6.jpg,1,0,0,1,1,0,1,1,1,1,0
U7.jpg,1,0,1,1,1,0,0,1,1,1,0
U8.jpg,1,0,0,1,1,1,1,1,1,1,0
U9.jpg,1,0,1,0,1,1,1,1,1,1,0
